# CONVERGE 4.0.3/  Aug  6 2024       Run Date:Wed Jun  4 14:16:41 2025
# column        1                2                3                4                5                6                7                8                9
#           Crank     Cycle_Number        PISO_Iter        Pres_Iter       Ustar_Iter      Energy_Iter     Density_Iter  Turbulence_Iter     Species_Iter
#           (DEG)           (none)           (none)           (none)           (none)           (none)           (none)           (none)           (none)
#
   -2.7154689e+02             1364               11               66                7               19               19                4               54
   -2.7148013e+02             1365                8               41                6               13               13                3               42
   -2.7139729e+02             1366               10               58                7               17               17                4               48
   -2.7131386e+02             1367               11               65                7               19               19                4               44
   -2.7124711e+02             1368                9               47                6               15               15                3               44
   -2.7116426e+02             1369               10               58                7               17               17                4               50
   -2.7108141e+02             1370                9               53                7               15               15                4               48
   -2.7101513e+02             1371                9               46                6               15               15                3               40
   -2.7093229e+02             1372                9               53                7               15               15                4               50
   -2.7082873e+02             1373                9               62                8               15               15                4               50
   -2.7074588e+02             1374                9               53                7               15               15                4               44
   -2.7064790e+02             1375                9               60                7               15               15                4               48
   -2.7056952e+02             1376                9               52                6               15               15                3               42
   -2.7048670e+02             1377                9               52                7               15               15                4               42
   -2.7040388e+02             1378               10               59                7               17               17                4               46
   -2.7032046e+02             1379               10               60                7               17               17                4               50
   -2.7022889e+02             1380               10               62                7               17               17                4               40
   -2.7014609e+02             1381                9               53                7               15               15                4               46
   -2.7006268e+02             1382                9               53                7               15               15                4               48
   -2.6999596e+02             1383               10               49                6               17               17                3               48
   -2.6991255e+02             1384               10               60                7               17               17                4               52
   -2.6980829e+02             1385                9               57                8               15               15                4               50
   -2.6972490e+02             1386               10               60                7               17               17                4               48
   -2.6964151e+02             1387               10               56                7               17               17                4               50
   -2.6955811e+02             1388                9               53                7               15               15                4               44
   -2.6946652e+02             1389               10               64                7               17               17                4               48
   -2.6938313e+02             1390               10               59                7               17               17                4               50
   -2.6930034e+02             1391                9               53                7               15               15                4               48
   -2.6923411e+02             1392                9               46                6               15               15                3               44
   -2.6915132e+02             1393                9               53                6               15               15                4               46
   -2.6908509e+02             1394               10               50                6               17               17                3               44
   -2.6900230e+02             1395               10               60                6               17               17                4               44
   -2.6891893e+02             1396                9               54                7               15               15                4               46
   -2.6882741e+02             1397                9               56                7               15               15                4               46
   -2.6871594e+02             1398                9               63                8               15               15                4               50
   -2.6863257e+02             1399                9               52                7               15               15                4               50
   -2.6856587e+02             1400                8               42                6               13               13                3               40
   -2.6848249e+02             1401               10               60                7               17               17                4               48
   -2.6839912e+02             1402                9               53                7               15               15                4               44
   -2.6830744e+02             1403               10               62                7               17               17                4               46
   -2.6822407e+02             1404                9               54                7               15               15                4               42
   -2.6814069e+02             1405                9               52                7               15               15                4               46
   -2.6807398e+02             1406               10               54                6               17               17                3               44
   -2.6799060e+02             1407               10               62                6               17               17                3               42
   -2.6789864e+02             1408                9               55                7               15               15                4               46
   -2.6782507e+02             1409               10               58                6               17               17                3               46
   -2.6774169e+02             1410               10               59                7               17               17                4               50
   -2.6765830e+02             1411                9               53                7               15               15                4               48
   -2.6759158e+02             1412                8               43                6               13               13                3               40
   -2.6750819e+02             1413                9               53                6               15               15                4               42
   -2.6742481e+02             1414                9               54                7               15               15                4               48
   -2.6733289e+02             1415                9               57                7               15               15                4               46
   -2.6725009e+02             1416                9               54                7               15               15                4               40
   -2.6716670e+02             1417               10               60                7               17               17                4               44
   -2.6708330e+02             1418               10               59                7               17               17                4               44
   -2.6699989e+02             1419                9               54                7               15               15                4               46
   -2.6693316e+02             1420                8               44                6               13               13                3               44
   -2.6685034e+02             1421               10               57                6               17               17                4               52
   -2.6676691e+02             1422                9               55                7               15               15                4               42
   -2.6668348e+02             1423                9               55                7               15               15                3               42
   -2.6660003e+02             1424                9               54                7               15               15                3               46
   -2.6653328e+02             1425                8               43                6               13               13                3               40
   -2.6644984e+02             1426               10               60                7               17               17                3               48
   -2.6636643e+02             1427               10               61                7               17               17                3               46
   -2.6627447e+02             1428                9               57                7               15               15                4               48
   -2.6620089e+02             1429               10               57                6               17               17                3               46
   -2.6611807e+02             1430                9               54                7               15               15                3               46
   -2.6605181e+02             1431                9               46                6               15               15                3               44
   -2.6596898e+02             1432               10               60                6               17               17                3               46
   -2.6588556e+02             1433                9               53                7               15               15                3               44
   -2.6579362e+02             1434                8               51                7               13               13                4               42
   -2.6570161e+02             1435                9               58                7               15               15                4               42
   -2.6560320e+02             1436               10               66                7               17               17                4               46
   -2.6552036e+02             1437               10               60                7               17               17                3               42
   -2.6542878e+02             1438               10               62                7               17               17                4               44
   -2.6531722e+02             1439               10               70                8               17               17                4               46
   -2.6523377e+02             1440                9               53                7               15               15                3               44
   -2.6516701e+02             1441                9               48                6               15               15                3               44
   -2.6508356e+02             1442               10               60                6               17               17                3               48
   -2.6500009e+02             1443               10               60                7               17               17                3               42
   -2.6491662e+02             1444                9               55                7               15               15                4               42
   -2.6483314e+02             1445                9               53                7               15               15                4               46
   -2.6476635e+02             1446                9               50                6               15               15                3               38
   -2.6468287e+02             1447               10               59                6               17               17                3               46
   -2.6459937e+02             1448                8               48                7               13               13                4               42
   -2.6451647e+02             1449                9               54                6               15               15                3               40
   -2.6443296e+02             1450                9               54                6               15               15                4               42
   -2.6432858e+02             1451               10               68                8               17               17                4               44
   -2.6424510e+02             1452               10               60                7               17               17                3               46
   -2.6416162e+02             1453                9               53                7               15               15                3               42
   -2.6407872e+02             1454                9               53                6               15               15                3               44
   -2.6401241e+02             1455               10               52                6               17               17                3               38
   -2.6392951e+02             1456                9               54                6               15               15                3               40
   -2.6384600e+02             1457                9               55                6               15               15                4               40
   -2.6376249e+02             1458                9               55                6               15               15                4               40
   -2.6366435e+02             1459               11               73                7               19               19                4               44
   -2.6358584e+02             1460                9               54                6               15               15                3               40
   -2.6350295e+02             1461                9               53                6               15               15                4               44
   -2.6343663e+02             1462                9               47                6               15               15                3               38
   -2.6335373e+02             1463               11               62                6               19               19                4               52
   -2.6328742e+02             1464                9               48                6               15               15                3               44
   -2.6320452e+02             1465                9               55                6               15               15                4               40
   -2.6312102e+02             1466               10               61                6               17               17                4               40
   -2.6303811e+02             1467                9               55                6               15               15                4               42
   -2.6295461e+02             1468                9               53                6               15               15                3               46
   -2.6288780e+02             1469                9               49                6               15               15                3               38
   -2.6280429e+02             1470                9               53                6               15               15                3               46
   -2.6272138e+02             1471                9               54                6               15               15                3               46
   -2.6263786e+02             1472               10               59                6               17               17                4               48
   -2.6255434e+02             1473               10               60                6               17               17                3               46
   -2.6247141e+02             1474                9               54                6               15               15                3               40
   -2.6238789e+02             1475                9               53                6               15               15                4               40
   -2.6230497e+02             1476                9               53                6               15               15                4               44
   -2.6223863e+02             1477                9               45                6               15               15                3               44
   -2.6215571e+02             1478               10               61                6               17               17                3               42
   -2.6207223e+02             1479               10               58                6               17               17                3               50
   -2.6197987e+02             1480                9               57                7               15               15                4               46
   -2.6190598e+02             1481                8               46                6               13               13                3               36
   -2.6182250e+02             1482               11               62                6               19               19                3               54
   -2.6175572e+02             1483                9               47                6               15               15                3               46
   -2.6167225e+02             1484                9               53                6               15               15                3               46
   -2.6160547e+02             1485               10               50                6               17               17                3               52
   -2.6152200e+02             1486                9               56                6               15               15                3               48
   -2.6142377e+02             1487                9               58                7               15               15                4               48
   -2.6134090e+02             1488                9               53                6               15               15                3               40
   -2.6123731e+02             1489               10               67                7               17               17                4               52
   -2.6113927e+02             1490               10               67                7               17               17                4               42
   -2.6105581e+02             1491                9               53                6               15               15                3               46
   -2.6095765e+02             1492               10               65                7               17               17                4               54
   -2.6087419e+02             1493               10               59                6               17               17                3               48
   -2.6077591e+02             1494               10               66                7               17               17                4               52
   -2.6069305e+02             1495               10               59                6               17               17                3               48
   -2.6061019e+02             1496               10               59                6               17               17                3               52
   -2.6052673e+02             1497                9               53                6               15               15                4               46
   -2.6045997e+02             1498               10               54                6               17               17                3               40
   -2.6037710e+02             1499               10               58                6               17               17                4               50
   -2.6029423e+02             1500               10               59                6               17               17                4               44
   -2.6021077e+02             1501               10               59                6               17               17                4               50
   -2.6010643e+02             1502               10               67                7               17               17                4               52
   -2.6002300e+02             1503               10               59                6               17               17                3               44
   -2.5994016e+02             1504                9               53                6               15               15                3               44
   -2.5983661e+02             1505               10               70                7               17               17                4               50
   -2.5975378e+02             1506                9               53                6               15               15                4               44
   -2.5967034e+02             1507                9               54                6               15               15                4               42
   -2.5958691e+02             1508                9               55                6               15               15                4               40
   -2.5950406e+02             1509                9               53                6               15               15                3               44
   -2.5942122e+02             1510               11               64                6               19               19                3               42
   -2.5935494e+02             1511                8               42                6               13               13                3               38
   -2.5927210e+02             1512                8               47                6               13               13                3               42
   -2.5918865e+02             1513                9               53                6               15               15                3               46
   -2.5910519e+02             1514                9               54                6               15               15                4               46
   -2.5902233e+02             1515                9               53                6               15               15                3               46
   -2.5893888e+02             1516                9               53                6               15               15                3               44
   -2.5885602e+02             1517               10               58                6               17               17                3               50
   -2.5875245e+02             1518                9               62                7               15               15                4               46
   -2.5866959e+02             1519               10               60                6               17               17                3               50
   -2.5858678e+02             1520               10               62                6               17               17                3               42
   -2.5850337e+02             1521               10               58                6               17               17                3               48
   -2.5841148e+02             1522                9               58                7               15               15                4               44
   -2.5833798e+02             1523               10               58                6               17               17                3               44
   -2.5825457e+02             1524                9               53                6               15               15                4               42
   -2.5817175e+02             1525                9               53                6               15               15                4               46
   -2.5807976e+02             1526               10               63                7               17               17                4               48
   -2.5799695e+02             1527                8               48                6               13               13                4               40
   -2.5789344e+02             1528               11               71                7               19               19                4               48
   -2.5781063e+02             1529                9               53                6               15               15                4               46
   -2.5772782e+02             1530                8               48                6               13               13                4               40
   -2.5764440e+02             1531                8               47                6               13               13                4               40
   -2.5756098e+02             1532                8               48                6               13               13                4               44
   -2.5747815e+02             1533               10               59                6               17               17                4               50
   -2.5739472e+02             1534               10               60                6               17               17                4               42
   -2.5731129e+02             1535                9               53                6               15               15                4               44
   -2.5722785e+02             1536               11               63                6               19               19                4               52
   -2.5716109e+02             1537                9               48                6               15               15                3               44
   -2.5707766e+02             1538               10               61                6               17               17                4               48
   -2.5699485e+02             1539               10               58                6               17               17                4               48
   -2.5691204e+02             1540                8               48                6               13               13                4               42
   -2.5680852e+02             1541               10               69                7               17               17                4               46
   -2.5672511e+02             1542                9               54                6               15               15                4               46
   -2.5662086e+02             1543               10               65                7               17               17                4               50
   -2.5650938e+02             1544               10               70                8               17               17                4               50
   -2.5642598e+02             1545                9               53                6               15               15                3               46
   -2.5634256e+02             1546                9               53                6               15               15                3               44
   -2.5625974e+02             1547                9               53                6               15               15                3               48
   -2.5617691e+02             1548                9               53                6               15               15                3               46
   -2.5611065e+02             1549                8               42                6               13               13                3               42
   -2.5602782e+02             1550               10               59                6               17               17                3               40
   -2.5594498e+02             1551                9               54                6               15               15                3               44
   -2.5586213e+02             1552                8               48                6               13               13                3               40
   -2.5577869e+02             1553                9               53                6               15               15                3               42
   -2.5569523e+02             1554                9               53                6               15               15                3               44
   -2.5561238e+02             1555                9               53                6               15               15                3               46
   -2.5552952e+02             1556                8               47                6               13               13                3               42
   -2.5544606e+02             1557                9               53                6               15               15                3               40
   -2.5536259e+02             1558               11               66                6               19               19                3               52
   -2.5529582e+02             1559                9               46                5               15               15                3               42
   -2.5521240e+02             1560                9               54                6               15               15                3               42
   -2.5512899e+02             1561                9               53                6               15               15                3               44
   -2.5502471e+02             1562               10               69                7               17               17                4               42
   -2.5491322e+02             1563               10               72                8               17               17                4               48
   -2.5480173e+02             1564               11               75                8               19               19                4               54
   -2.5471253e+02             1565               10               60                6               17               17                3               50
   -2.5461402e+02             1566               10               65                7               17               17                4               44
   -2.5451545e+02             1567                9               58                7               15               15                4               44
   -2.5441682e+02             1568                9               61                7               15               15                4               46
   -2.5433340e+02             1569               10               58                6               17               17                3               50
   -2.5424117e+02             1570                9               56                6               15               15                3               48
   -2.5415774e+02             1571                8               48                6               13               13                3               40
   -2.5407490e+02             1572                9               52                6               15               15                3               46
   -2.5398294e+02             1573                9               57                6               15               15                3               44
   -2.5390010e+02             1574                9               53                6               15               15                3               48
   -2.5381727e+02             1575                8               47                6               13               13                3               42
   -2.5373383e+02             1576                9               53                6               15               15                3               46
   -2.5365098e+02             1577                9               54                6               15               15                3               40
   -2.5356753e+02             1578               10               61                6               17               17                3               50
   -2.5348408e+02             1579                8               48                6               13               13                3               40
   -2.5340123e+02             1580                9               53                6               15               15                3               44
   -2.5330919e+02             1581               10               64                6               17               17                3               42
   -2.5322636e+02             1582                9               54                6               15               15                3               40
   -2.5314352e+02             1583                8               47                6               13               13                3               42
   -2.5306009e+02             1584                8               47                6               13               13                3               40
   -2.5296814e+02             1585               10               61                6               17               17                3               46
   -2.5288532e+02             1586                9               53                6               15               15                3               44
   -2.5281905e+02             1587                8               41                5               13               13                3               38
   -2.5273623e+02             1588                9               53                6               15               15                3               40
   -2.5263270e+02             1589                9               58                7               15               15                4               46
   -2.5254987e+02             1590                9               52                6               15               15                3               46
   -2.5244634e+02             1591               10               67                7               17               17                4               44
   -2.5234816e+02             1592                8               51                7               13               13                3               44
   -2.5226475e+02             1593                9               52                6               15               15                3               44
   -2.5218192e+02             1594                9               53                6               15               15                3               46
   -2.5208367e+02             1595                9               57                7               15               15                3               46
   -2.5200086e+02             1596                9               52                6               15               15                3               46
   -2.5193461e+02             1597                9               47                5               15               15                3               44
   -2.5185180e+02             1598                9               52                6               15               15                3               48
   -2.5178555e+02             1599                8               42                5               13               13                3               40
   -2.5170274e+02             1600                8               48                6               13               13                3               42
   -2.5161993e+02             1601                8               46                6               13               13                3               44
   -2.5153653e+02             1602                9               53                6               15               15                3               42
   -2.5143228e+02             1603                9               59                7               15               15                4               46
   -2.5134888e+02             1604                9               52                6               15               15                3               46
   -2.5125069e+02             1605                9               59                6               15               15                3               44
   -2.5116730e+02             1606                9               52                6               15               15                3               46
   -2.5108451e+02             1607                9               53                6               15               15                3               44
   -2.5100112e+02             1608                9               53                6               15               15                3               46
   -2.5093440e+02             1609                8               41                5               13               13                3               38
   -2.5085101e+02             1610                9               53                6               15               15                3               44
   -2.5076761e+02             1611                8               47                6               13               13                3               40
   -2.5067596e+02             1612                8               49                6               13               13                3               44
   -2.5057779e+02             1613                8               52                6               13               13                4               40
   -2.5048602e+02             1614                9               55                6               15               15                3               42
   -2.5040267e+02             1615                9               50                6               15               15                3               46
   -2.5033598e+02             1616                8               41                5               13               13                3               40
   -2.5025262e+02             1617                8               48                6               13               13                3               40
   -2.5016927e+02             1618                9               53                6               15               15                3               42
   -2.5008592e+02             1619                9               54                6               15               15                3               40
   -2.4998761e+02             1620                9               60                6               15               15                3               42
   -2.4990427e+02             1621                9               53                6               15               15                3               44
   -2.4982093e+02             1622                8               47                6               13               13                3               40
   -2.4972906e+02             1623                9               56                6               15               15                3               46
   -2.4964573e+02             1624                9               54                6               15               15                3               44
   -2.4956299e+02             1625                9               54                6               15               15                3               42
   -2.4946472e+02             1626                9               59                6               15               15                4               44
   -2.4938200e+02             1627                9               51                6               15               15                3               46
   -2.4927859e+02             1628               10               65                7               17               17                4               50
   -2.4918674e+02             1629                9               55                6               15               15                3               44
   -2.4910343e+02             1630                9               53                6               15               15                3               38
   -2.4902072e+02             1631                9               54                6               15               15                3               42
   -2.4893740e+02             1632               10               59                6               17               17                3               46
   -2.4885468e+02             1633                8               48                6               13               13                4               40
   -2.4876297e+02             1634                9               53                6               15               15                4               48
   -2.4868027e+02             1635                9               54                6               15               15                3               40
   -2.4857690e+02             1636               10               64                6               17               17                4               52
   -2.4846554e+02             1637                9               62                7               15               15                4               46
   -2.4835417e+02             1638                9               62                7               15               15                4               48
   -2.4826508e+02             1639               10               62                6               17               17                3               40
   -2.4818181e+02             1640                8               48                6               13               13                3               38
   -2.4807771e+02             1641                9               64                6               15               15                4               42
   -2.4799444e+02             1642                9               54                6               15               15                3               42
   -2.4791176e+02             1643                9               53                6               15               15                3               44
   -2.4782907e+02             1644                8               48                6               13               13                3               38
   -2.4774579e+02             1645               10               59                6               17               17                3               46
   -2.4766250e+02             1646               10               59                6               17               17                3               46
   -2.4757920e+02             1647                9               54                6               15               15                3               40
   -2.4749651e+02             1648               10               62                6               17               17                3               42
   -2.4739313e+02             1649                9               61                6               15               15                3               46
   -2.4728179e+02             1650                9               63                7               15               15                4               44
   -2.4719272e+02             1651                8               47                6               13               13                3               40
   -2.4711007e+02             1652                8               47                6               13               13                3               34
   -2.4702742e+02             1653                8               46                6               13               13                3               40
   -2.4693562e+02             1654                8               47                6               13               13                4               40
   -2.4682429e+02             1655               10               68                7               17               17                4               48
   -2.4672632e+02             1656                9               57                6               15               15                3               38
